_id,rollno,schoolname,visualScore,visualTime,audioScore,audioTime,kinestheticScore,kinestheticTime,readWriteScore,readWriteTime,predictedStyle
6941361e0ea401e84a5a4bb4,103,sea school,7,581,2,830,13,611,10,130,Auditory
6941361f0ea401e84a5a4bcd,137,miranda public school,12,1316,15,1507,4,742,3,1344,Visual
6941361f0ea401e84a5a4bf8,109,st.vincent pallotti school,4,567,7,1640,1,89,10,886,Kinesthetic
6941361f0ea401e84a5a4c11,221,st. charles high school,9,1170,11,1690,10,415,2,1137,Visual
6941361f0ea401e84a5a4c18,145,abc,3,1481,2,1164,11,1243,1,135,Auditory
6941361f0ea401e84a5a4c2b,159,XYZ School,0,535,1,410,1,1305,9,755,Kinesthetic
6941361f0ea401e84a5a4c32,155,nps,14,370,14,131,12,880,4,290,Visual
6941361f0ea401e84a5a4c45,214,st. charles high school,13,504,11,480,13,521,9,74,Read\Write
6941361f0ea401e84a5a4c5e,157,scts,9,909,11,803,1,1093,14,1151,Kinesthetic
6941361f0ea401e84a5a4c65,96,vydehi international school,9,1491,11,338,6,1377,7,1360,Visual
6941361f0ea401e84a5a4c96,235,vydehi international school,10,6,1,702,10,645,11,1378,Read\Write
694136200ea401e84a5a4d09,101,ryan international school,13,930,8,858,5,1026,13,252,Kinesthetic
694136200ea401e84a5a4d1c,98,ryan international school,4,350,7,455,15,331,2,1301,Auditory
694136200ea401e84a5a4d35,82,sea school,3,650,7,1605,4,743,15,1030,Kinesthetic
694134f90ea401e84a5a376e_synthetic,11,dpsbe,4,1391,11,1696,9,544,2,680,Visual
6941361b0ea401e84a5a4862_synthetic,65,st. charles high school,1,403,12,450,6,997,6,20,Visual
694134f90ea401e84a5a378a_synthetic,32,lfsh,1,1290,12,1397,13,391,8,1216,Auditory
6944f0527c599a12a237a848_synthetic,5,nps,14,31,6,69,8,22,8,114,Visual
694135bb0ea401e84a5a42fe_synthetic,116,nps,6,156,6,702,13,1469,7,1127,Auditory
694134f90ea401e84a5a37b9_synthetic,20,schs,5,1428,4,811,9,1013,4,1134,Kinesthetic
694134f90ea401e84a5a376e_synthetic,13,dpsbe,4,1407,11,1675,9,580,2,676,Visual
694134fa0ea401e84a5a3849_synthetic,44,lfsh,5,102,7,1191,2,1218,1,1489,Visual
694135bd0ea401e84a5a4444_synthetic,189,st.vincent pallotti school,1,0,5,1669,3,96,7,1144,Kinesthetic
6945abd67c599a12a237ab14_synthetic,1,deens school,11,68,5,9,0,9,0,37,Visual
694134f90ea401e84a5a3753_synthetic,8,st.vincent pallotti school,11,1306,10,255,2,950,10,542,Read\Write
694135ba0ea401e84a5a41a7_synthetic,76,indian public school,8,1048,7,198,10,1230,10,1259,Kinesthetic
694134fd0ea401e84a5a392b_synthetic,36,st.vincent pallotti school,0,771,3,674,3,970,8,1002,Kinesthetic
694135ba0ea401e84a5a4199_synthetic,60,ryan international school,3,618,3,2029,6,1057,10,451,Kinesthetic
694136200ea401e84a5a4d1c_synthetic,97,ryan international school,4,301,7,430,15,320,2,1318,Auditory
6941361a0ea401e84a5a478f_synthetic,208,abc high school,11,643,11,1216,11,1048,4,602,Read\Write
6941361e0ea401e84a5a4b03_synthetic,115,nps,13,127,2,1711,12,1065,2,590,Read\Write
694135bb0ea401e84a5a4325_synthetic,201,dpsbe,7,177,10,194,9,1142,11,1109,Kinesthetic
6941361c0ea401e84a5a48f8_synthetic,219,deens school,11,1196,8,160,13,1107,0,898,Auditory
694135ba0ea401e84a5a41f2_synthetic,116,nps school,13,721,9,570,9,1529,0,726,Read\Write
694134f90ea401e84a5a37c0_synthetic,9,lfsh,8,887,12,934,13,84,7,817,Kinesthetic
6941361a0ea401e84a5a4748_synthetic,53,dps school,7,1420,11,333,15,231,6,1082,Auditory
694135f90ea401e84a5a4627_synthetic,92,new baldwin international school,1,293,9,42,1,855,14,1294,Kinesthetic
694135030ea401e84a5a3b03_synthetic,29,nps,10,1872,9,123,1,614,1,889,Visual
6940270535fab56ec1fc0362_synthetic,20,ryan international school,15,3092,7,87,15,121,13,286,Read/Write
694135ba0ea401e84a5a4249_synthetic,107,vydehi school,12,940,13,824,10,939,3,1396,Visual
694135bb0ea401e84a5a42f7_synthetic,244,sea school,4,1064,1,597,7,1507,12,131,Kinesthetic
6941361b0ea401e84a5a4862_synthetic,62,st. charles high school,1,388,12,484,6,986,6,0,Visual
694135bb0ea401e84a5a4305_synthetic,177,scts,4,387,1,1401,5,309,4,531,Auditory
694135bb0ea401e84a5a427e_synthetic,197,vydehi international school,3,509,0,732,2,341,11,1403,Kinesthetic
693d055b35fab56ec1fbf98a_synthetic,23,miranda public school,12,124,0,22,5,20,13,102,Read/Write
693d1b8a58b4d2b5d2957197_synthetic,8,schs,10,78,12,59,9,54,15,79,Visual
694135fa0ea401e84a5a468f_synthetic,219,new baldwin international school,7,434,2,1179,6,916,1,1414,Read\Write
694134fd0ea401e84a5a392b_synthetic,38,st.vincent pallotti school,0,755,3,720,3,1004,8,930,Kinesthetic
6941361f0ea401e84a5a4c96_synthetic,238,vydehi international school,10,8,1,733,10,645,11,1394,Read\Write
694134fd0ea401e84a5a3989_synthetic,23,nps,12,1200,9,1769,10,416,5,1133,Read\Write
694134f90ea401e84a5a37b9_synthetic,25,schs,5,1406,4,888,9,934,4,1050,Kinesthetic
694135ba0ea401e84a5a4222_synthetic,172,abc,5,1252,12,1355,1,97,9,0,Visual
6941361b0ea401e84a5a48a1_synthetic,87,nps,15,1009,13,226,7,1111,9,1015,Read\Write
69463f157c599a12a237ac60_synthetic,58,sudana residential school,13,236,13,192,10,77,7,65,Auditory
694134f90ea401e84a5a377c_synthetic,49,scts,1,606,11,1307,0,1320,4,987,Auditory
694135fa0ea401e84a5a4681_synthetic,205,ryan international school,14,976,11,1271,9,139,13,290,Read\Write
6941361a0ea401e84a5a4808_synthetic,78,cmrit,1,256,2,1622,1,752,14,736,Kinesthetic
693d08f035fab56ec1fbf993_synthetic,15,st.vincent pallotti school,13,81,11,42,13,103,11,114,Read/Write
694134f90ea401e84a5a371b_synthetic,44,schs,7,1268,7,490,5,818,1,1109,Visual
6941361a0ea401e84a5a47dd_synthetic,71,sea school,8,1011,0,1672,9,252,9,1060,Auditory
694134fc0ea401e84a5a38b4_synthetic,47,lfsh,2,1199,3,245,9,407,6,148,Kinesthetic
694135bc0ea401e84a5a43bd_synthetic,137,sea school,10,176,4,1155,11,109,14,775,Kinesthetic
694506e67c599a12a237a898_synthetic,18,st.vincent pallotti school,8,266,12,68,10,17,13,50,Read/Write
693d035535fab56ec1fbf988_synthetic,6,st. charles high school,8,12,9,49,10,15,11,90,Visual
694134f90ea401e84a5a3722_synthetic,31,dpsbe,5,1498,11,933,11,1109,3,1359,Auditory
693d0ad635fab56ec1fbf996_synthetic,34,ryan international school,10,105,12,37,9,63,12,99,Kinesthetic
694134f90ea401e84a5a3783_synthetic,37,scts,12,1446,15,561,14,940,14,735,Visual
6941361a0ea401e84a5a47a9_synthetic,66,ryan international school,1,386,12,221,6,1256,7,248,Visual
694136200ea401e84a5a4d35_synthetic,81,sea school,3,695,7,1621,4,696,15,1006,Kinesthetic
694135bb0ea401e84a5a430c_synthetic,228,abc high school,0,1449,10,871,15,87,6,748,Auditory
694135bd0ea401e84a5a4465_synthetic,178,vydehi school,13,1032,3,1334,5,847,2,372,Read\Write
694134fd0ea401e84a5a3989_synthetic,22,nps,9,1750,10,446,5,1132,12,1173,Read/Write
694135ba0ea401e84a5a41f9_synthetic,205,nps school,8,175,9,711,9,1429,1,106,Visual
694135bc0ea401e84a5a439b_synthetic,207,deens school,2,1007,2,1878,2,410,3,128,Kinesthetic
6941361b0ea401e84a5a485b_synthetic,197,new baldwin international school,3,747,12,1112,13,191,8,170,Visual
6941361f0ea401e84a5a4c45_synthetic,216,st. charles high school,13,540,11,499,13,510,9,101,Read\Write
6941361b0ea401e84a5a4862_synthetic,59,st. charles high school,1,381,12,475,6,956,6,52,Visual
694135bd0ea401e84a5a4444_synthetic,191,st.vincent pallotti school,1,0,5,1627,3,70,7,1132,Kinesthetic
694136190ea401e84a5a4729_synthetic,117,little flower english high school,10,522,0,2008,9,909,13,1110,Kinesthetic
694135bb0ea401e84a5a4305_synthetic,174,scts,4,321,1,1382,5,307,4,621,Auditory
6941361e0ea401e84a5a4b71_synthetic,79,sea school,15,968,6,94,0,1224,13,1055,Read\Write
694135bc0ea401e84a5a4424_synthetic,172,vydehi international school,1,859,2,1192,0,1118,10,247,Kinesthetic
694135bc0ea401e84a5a43cb_synthetic,133,st.vincent pallotti school,7,956,6,1703,14,235,3,565,Auditory
694135f90ea401e84a5a462e_synthetic,80,schs,13,852,7,1425,9,1131,9,462,Read\Write
693d08f035fab56ec1fbf993_synthetic,21,st.vincent pallotti school,13,60,11,0,13,108,11,125,Read/Write
6941361c0ea401e84a5a4962_synthetic,142,dps school,15,211,9,1824,9,732,10,376,Read\Write
694135bd0ea401e84a5a445e_synthetic,124,indian public school,4,868,3,916,4,492,10,696,Kinesthetic
694136190ea401e84a5a4729_synthetic,118,little flower english high school,10,478,0,1953,9,936,13,1131,Kinesthetic
694135bb0ea401e84a5a42f7_synthetic,246,sea school,4,1034,1,530,7,1438,12,70,Kinesthetic
694134fd0ea401e84a5a3932_synthetic,4,lfsh,12,1507,14,756,1,655,8,212,Auditory
694135ba0ea401e84a5a41ca_synthetic,83,ryan international school,7,1352,5,1467,0,907,3,614,Read\Write
694134f90ea401e84a5a3783_synthetic,36,scts,15,573,14,878,14,682,12,1395,Visual
6941361f0ea401e84a5a4c18_synthetic,144,abc,3,1506,2,1124,11,1244,1,96,Auditory
6942c66b7c599a12a237a356_synthetic,17,abc high school,5,75,8,83,10,135,7,109,Kinesthetic
694134f90ea401e84a5a3753_synthetic,6,st.vincent pallotti school,10,258,2,973,10,620,11,1347,Read/Write
694134fd0ea401e84a5a3911_synthetic,39,nps,0,587,3,1991,13,495,2,194,Auditory
694135000ea401e84a5a39ae_synthetic,15,dpsbe,9,518,9,1074,7,1302,10,1100,Kinesthetic
694184fdd7d68295d2ff1384_synthetic,15,st. charles high school,7,55,5,16,12,36,7,66,Kinesthetic
694135010ea401e84a5a3a89_synthetic,47,lfsh,1,183,1,127,6,203,12,365,Kinesthetic
694506e67c599a12a237a898_synthetic,19,st.vincent pallotti school,8,340,12,42,10,19,13,0,Read/Write
694135ba0ea401e84a5a4200_synthetic,58,nps,6,74,0,738,0,293,6,315,Read\Write
6941361d0ea401e84a5a4a37_synthetic,105,ryan international school,3,835,5,130,10,1235,8,912,Auditory
6941361a0ea401e84a5a47b0_synthetic,145,schs,0,1282,8,999,8,651,5,757,Auditory
694135f90ea401e84a5a45c2_synthetic,122,miranda public school,15,275,11,185,14,1121,3,128,Read\Write
694134fd0ea401e84a5a3932_synthetic,6,lfsh,12,1478,14,699,1,668,8,226,Auditory
694134fa0ea401e84a5a3834_synthetic,19,miranda public school,12,1649,7,451,11,473,12,1119,Read/Write
694134fd0ea401e84a5a3989_synthetic,23,nps,12,1159,9,1714,10,445,5,1220,Read\Write
694135bc0ea401e84a5a4394_synthetic,105,vydehi school,14,589,4,955,14,1242,14,1386,Read\Write
6941361b0ea401e84a5a4829_synthetic,235,st. charles high school,2,1112,2,408,8,817,3,578,Auditory
694134fa0ea401e84a5a3857_synthetic,15,schs,1,153,11,287,2,463,14,517,Read/Write
694135010ea401e84a5a3a89_synthetic,45,lfsh,1,185,6,247,12,364,1,197,Kinesthetic
6941584bd7d68295d2ff12c7_synthetic,74,XYZ School,10,6,10,21,12,75,4,14,Kinesthetic
694135bd0ea401e84a5a444b_synthetic,247,vydehi international school,1,1233,6,1571,14,1390,8,744,Auditory
6941361d0ea401e84a5a4aae_synthetic,76,nps,15,1348,4,870,12,1051,9,88,Read\Write
694134f90ea401e84a5a374c_synthetic,27,st.vincent pallotti school,5,344,12,776,3,1282,9,273,Visual
694135ba0ea401e84a5a425d_synthetic,251,st.vincent pallotti school,0,338,7,1408,13,391,1,190,Auditory
694135bc0ea401e84a5a4437_synthetic,157,dpsbe,4,585,11,535,7,55,8,305,Visual
694134fc0ea401e84a5a38b4_synthetic,48,lfsh,2,1191,3,284,9,498,6,126,Kinesthetic
694135bd0ea401e84a5a44e0_synthetic,136,lfsh,4,1126,0,795,1,1004,6,485,Kinesthetic
694134f90ea401e84a5a375a_synthetic,46,ryan international school,2,1429,0,1294,3,878,7,847,Kinesthetic
694134fd0ea401e84a5a392b_synthetic,38,st.vincent pallotti school,0,802,3,703,3,964,8,1014,Kinesthetic
6941361a0ea401e84a5a4788_synthetic,121,nps,11,238,10,325,0,966,5,1247,Read\Write
694134f90ea401e84a5a3737_synthetic,3,dpsbe,5,945,5,279,0,1171,11,1010,Read/Write
694135bd0ea401e84a5a4465_synthetic,175,vydehi school,13,971,3,1298,5,812,2,298,Read\Write
6941361a0ea401e84a5a476e_synthetic,152,st. charles high school,3,482,0,1698,15,317,4,344,Auditory
6941361c0ea401e84a5a4995_synthetic,185,dps school,11,970,13,646,15,1477,5,580,Auditory
694135bc0ea401e84a5a43c4_synthetic,112,vydehi international school,5,577,9,12,11,109,1,949,Auditory
694134f90ea401e84a5a3783_synthetic,37,scts,15,495,14,945,14,705,12,1423,Visual
694134fd0ea401e84a5a394b_synthetic,20,st.vincent pallotti school,13,158,9,98,5,1226,7,661,Visual
694135bb0ea401e84a5a429a_synthetic,131,deens school,1,1381,9,1060,8,1404,0,987,Visual
694184fdd7d68295d2ff1384_synthetic,16,st. charles high school,7,28,5,16,12,12,7,3,Kinesthetic
694135f90ea401e84a5a45c2_synthetic,120,miranda public school,15,295,11,147,14,1059,3,191,Read\Write
694135fa0ea401e84a5a467a_synthetic,181,abc,2,981,8,649,7,359,0,328,Visual
693d078635fab56ec1fbf98e_synthetic,29,dpsbe,15,89,0,0,14,16,15,1,Auditory
694134f90ea401e84a5a3737_synthetic,4,dpsbe,11,992,5,978,5,299,0,1215,Read\Write
694135bd0ea401e84a5a44ab_synthetic,126,dpsbe,7,1008,0,1364,8,782,13,1431,Kinesthetic
694135f90ea401e84a5a45c2_synthetic,123,miranda public school,15,314,11,139,14,1120,3,199,Read\Write
694135f90ea401e84a5a462e_synthetic,76,schs,13,844,7,1437,9,1125,9,405,Read\Write
694135b90ea401e84a5a414a_synthetic,136,dpsbe,0,703,0,1434,3,1192,11,595,Kinesthetic
694135ba0ea401e84a5a4256_synthetic,172,sea school,5,1125,12,1020,0,599,7,933,Kinesthetic
694134fa0ea401e84a5a383b_synthetic,39,miranda public school,6,1440,13,312,10,1155,11,204,Auditory
694134fc0ea401e84a5a38bb_synthetic,29,ryan international school,4,1667,0,674,2,167,9,1323,Read/Write
694134f90ea401e84a5a3775_synthetic,11,lfsh,4,829,12,531,0,858,13,180,Read/Write
694135ba0ea401e84a5a41e5_synthetic,109,nps school,15,57,0,1053,8,1293,10,436,Read\Write
694135bb0ea401e84a5a42f0_synthetic,187,lfsh,15,914,7,1099,8,403,14,428,Read\Write
694135fa0ea401e84a5a4688_synthetic,187,sudana residential school,6,925,9,285,8,576,9,107,Kinesthetic
69440921b4a81dfa68889dcb_synthetic,13,scts,8,197,7,194,9,39,12,52,Read/Write
6941361c0ea401e84a5a49b4_synthetic,237,dps,2,698,3,1335,3,1380,9,973,Kinesthetic
6942ca0f7c599a12a237a364_synthetic,11,ryan international school,13,13,11,0,12,13,12,88,Visual
694135ba0ea401e84a5a4249_synthetic,105,vydehi school,12,870,13,816,10,962,3,1367,Visual
694135000ea401e84a5a39ae_synthetic,17,dpsbe,9,1110,7,1396,10,1072,9,505,Kinesthetic
6941584bd7d68295d2ff12c7_synthetic,80,XYZ School,10,20,10,44,12,43,4,16,Kinesthetic
694134fd0ea401e84a5a395e_synthetic,3,lfsh,14,815,0,739,7,370,3,786,Read\Write
6941361c0ea401e84a5a49b4_synthetic,240,dps,2,652,3,1270,3,1379,9,875,Kinesthetic
694134fa0ea401e84a5a3834_synthetic,18,miranda public school,12,1560,7,478,11,491,12,1124,Read/Write
694134f90ea401e84a5a3791_synthetic,43,ryan international school,8,11,10,803,5,795,1,356,Visual
694134fd0ea401e84a5a3989_synthetic,21,nps,9,1742,10,395,5,1200,12,1158,Read/Write
6941361c0ea401e84a5a49c8_synthetic,66,st.vincent pallotti school,10,882,14,594,6,957,12,1433,Visual
694134fd0ea401e84a5a38e6_synthetic,18,miranda public school,11,1052,8,783,1,1510,12,806,Kinesthetic
694135f90ea401e84a5a45c2_synthetic,122,miranda public school,15,286,11,125,14,1105,3,121,Read\Write
694135bb0ea401e84a5a4305_synthetic,175,scts,4,302,1,1422,5,305,4,534,Auditory
694135bd0ea401e84a5a44cc_synthetic,139,nps school,6,1156,10,990,3,211,3,779,Visual
6941361c0ea401e84a5a4995_synthetic,182,dps school,11,974,13,669,15,1464,5,606,Auditory
694134fa0ea401e84a5a3842_synthetic,9,schs,12,606,4,1375,1,981,13,815,Kinesthetic
694134fa0ea401e84a5a3812_synthetic,13,dpsbe,0,966,7,684,3,313,4,426,Visual
694135f90ea401e84a5a45d6_synthetic,62,little flower english high school,4,5,0,972,4,496,1,1139,Read\Write
6941361a0ea401e84a5a47a2_synthetic,195,XYZ School,15,455,3,211,14,1210,5,1176,Read\Write
694135bc0ea401e84a5a4373_synthetic,94,abc,11,1004,6,1171,2,389,4,821,Read\Write
694135000ea401e84a5a39cd_synthetic,39,lfsh,7,253,2,1130,5,1103,0,326,Read\Write
694135ba0ea401e84a5a4214_synthetic,164,nps school,13,201,2,383,3,1041,8,848,Read\Write
694135bd0ea401e84a5a44cc_synthetic,135,nps school,6,1082,10,1024,3,192,3,782,Visual
6941361f0ea401e84a5a4c96_synthetic,232,vydehi international school,10,0,1,748,10,643,11,1418,Read\Write
694135f90ea401e84a5a45f5_synthetic,212,little flower english high school,4,193,3,1057,2,415,9,1113,Kinesthetic
694135ba0ea401e84a5a425d_synthetic,252,st.vincent pallotti school,0,349,7,1350,13,445,1,164,Auditory
694135ba0ea401e84a5a41a7_synthetic,77,indian public school,8,1082,7,191,10,1251,10,1221,Kinesthetic
694135ba0ea401e84a5a41e5_synthetic,105,nps school,15,0,0,975,8,1357,10,455,Read\Write
694134f90ea401e84a5a3737_synthetic,7,dpsbe,11,1074,5,1025,5,212,0,1123,Read\Write
694135f90ea401e84a5a45d6_synthetic,57,little flower english high school,4,0,0,896,4,458,1,1213,Read\Write
694135bb0ea401e84a5a42a1_synthetic,161,sudana residential school,13,930,9,1021,11,927,10,452,Read\Write
694134f90ea401e84a5a37c0_synthetic,5,lfsh,7,796,8,968,12,936,13,117,Kinesthetic
693d078635fab56ec1fbf98e_synthetic,30,dpsbe,15,72,0,0,14,7,15,87,Auditory
6941361b0ea401e84a5a4829_synthetic,235,st. charles high school,2,1049,2,433,8,790,3,563,Auditory
6941361e0ea401e84a5a4b4c_synthetic,170,miranda public school,6,137,3,733,11,1434,2,272,Auditory
694134f90ea401e84a5a37c0_synthetic,7,lfsh,7,731,8,965,12,889,13,76,Kinesthetic
694134f90ea401e84a5a375a_synthetic,45,ryan international school,2,1456,0,1324,3,845,7,837,Kinesthetic
694134f90ea401e84a5a37c0_synthetic,7,lfsh,7,781,8,954,12,887,13,143,Kinesthetic
694506e67c599a12a237a898_synthetic,23,st.vincent pallotti school,8,287,12,93,10,78,13,0,Read/Write
694135bb0ea401e84a5a42f0_synthetic,183,lfsh,15,866,7,1090,8,366,14,408,Read\Write
694134f90ea401e84a5a37c0_synthetic,9,lfsh,7,729,8,914,12,880,13,135,Kinesthetic
694134f90ea401e84a5a3722_synthetic,37,dpsbe,5,1582,11,954,11,1063,3,1305,Auditory
694134fd0ea401e84a5a3924_synthetic,14,dpsbe,15,300,7,109,10,132,14,986,Read\Write
694135bd0ea401e84a5a4479_synthetic,65,st. charles high school,4,96,2,947,11,1143,0,121,Auditory
693d0ad635fab56ec1fbf996_synthetic,33,ryan international school,10,111,12,69,9,41,12,84,Kinesthetic
694135bd0ea401e84a5a44c5_synthetic,193,dps school,11,1137,10,867,14,609,10,1052,Auditory
694135bd0ea401e84a5a44cc_synthetic,138,nps school,6,1118,10,925,3,159,3,716,Visual
694134fc0ea401e84a5a38b4_synthetic,46,lfsh,6,176,2,1146,3,293,9,463,Kinesthetic
694134fd0ea401e84a5a3924_synthetic,15,dpsbe,15,287,7,35,10,204,14,999,Read\Write
693d08f035fab56ec1fbf993_synthetic,18,st.vincent pallotti school,13,122,11,0,13,21,11,91,Read/Write
694135ba0ea401e84a5a425d_synthetic,253,st.vincent pallotti school,0,312,7,1354,13,420,1,122,Auditory
694135bd0ea401e84a5a4465_synthetic,176,vydehi school,13,1008,3,1327,5,886,2,322,Read\Write
694135ba0ea401e84a5a41e5_synthetic,104,nps school,15,31,0,1052,8,1354,10,439,Read\Write
694135bc0ea401e84a5a4373_synthetic,98,abc,11,928,6,1113,2,383,4,836,Read\Write
694135fa0ea401e84a5a46b0_synthetic,217,sea school,15,365,5,0,4,1271,11,690,Read\Write
694135bc0ea401e84a5a43a2_synthetic,81,nps school,6,145,15,1883,15,982,1,609,Auditory
694135bb0ea401e84a5a42c9_synthetic,109,little flower english high school,2,351,12,1928,7,818,5,752,Visual
694134fa0ea401e84a5a3850_synthetic,1,ryan international school,13,1197,11,19,0,370,2,1006,Read\Write
6941361a0ea401e84a5a476e_synthetic,146,st. charles high school,3,498,0,1686,15,334,4,357,Auditory
6941361e0ea401e84a5a4b03_synthetic,112,nps,13,135,2,1769,12,1013,2,584,Read\Write
6941361c0ea401e84a5a4962_synthetic,141,dps school,15,258,9,1761,9,782,10,334,Read\Write
694134f90ea401e84a5a3745_synthetic,11,ryan international school,9,993,7,1329,7,414,0,1014,Read\Write
694135bc0ea401e84a5a4373_synthetic,96,abc,11,956,6,1142,2,417,4,818,Read\Write
694135fa0ea401e84a5a464f_synthetic,160,vydehi international school,11,202,8,619,13,1234,0,383,Auditory
694135b90ea401e84a5a4157_synthetic,55,st.vincent pallotti school,9,0,12,1554,14,1482,4,220,Auditory
694134f90ea401e84a5a373e_synthetic,32,schs,12,765,0,1022,3,1108,11,1360,Read\Write
694135bc0ea401e84a5a4394_synthetic,104,vydehi school,14,577,4,953,14,1262,14,1461,Read\Write
694134fa0ea401e84a5a3857_synthetic,16,schs,14,533,1,85,11,279,2,466,Read\Write
694135bb0ea401e84a5a42f0_synthetic,184,lfsh,15,912,7,1102,8,371,14,428,Read\Write
6941361a0ea401e84a5a47a2_synthetic,192,XYZ School,15,465,3,203,14,1184,5,1206,Read\Write
694135ba0ea401e84a5a417f_synthetic,91,lfsh,15,1291,3,239,2,114,3,1237,Read\Write
694136190ea401e84a5a4729_synthetic,118,little flower english high school,10,561,0,1989,9,947,13,1110,Kinesthetic
694135ba0ea401e84a5a4172_synthetic,149,schs,8,666,15,1874,5,1387,10,724,Visual
694135ba0ea401e84a5a417f_synthetic,89,lfsh,15,1267,3,191,2,167,3,1256,Read\Write
694135bc0ea401e84a5a4386_synthetic,204,scts,12,66,8,1095,12,1211,13,150,Kinesthetic
694136200ea401e84a5a4d09_synthetic,98,ryan international school,13,889,8,897,5,1071,13,278,Kinesthetic
694134fd0ea401e84a5a38e6_synthetic,22,miranda public school,11,1074,8,859,1,1500,12,800,Kinesthetic
694134fd0ea401e84a5a3924_synthetic,18,dpsbe,7,23,10,141,14,987,15,370,Read/Write
694134fd0ea401e84a5a3911_synthetic,43,nps,0,653,3,1961,13,474,2,217,Auditory
6941361b0ea401e84a5a481c_synthetic,92,little flower english high school,0,1003,11,102,7,1439,4,788,Visual
694135ba0ea401e84a5a41a0_synthetic,162,little flower english high school,1,1169,0,488,14,223,9,631,Auditory
6941361f0ea401e84a5a4bcd_synthetic,140,miranda public school,12,1364,15,1526,4,769,3,1296,Visual
694134f90ea401e84a5a374c_synthetic,28,st.vincent pallotti school,5,408,12,815,3,1315,9,244,Visual
6941361a0ea401e84a5a47d0_synthetic,78,vydehi school,7,889,3,1941,5,183,0,1065,Read\Write
694136190ea401e84a5a4729_synthetic,118,little flower english high school,10,498,0,1960,9,905,13,1166,Kinesthetic
694135b90ea401e84a5a4157_synthetic,53,st.vincent pallotti school,9,21,12,1497,14,1519,4,284,Auditory
694134f90ea401e84a5a37b9_synthetic,25,schs,4,1109,5,1409,4,866,9,941,Kinesthetic
69413d02d7d68295d2ff121a_synthetic,22,little flower english high school,9,71,12,68,9,90,13,79,Visual
694134f90ea401e84a5a3722_synthetic,35,dpsbe,5,1538,11,919,11,1108,3,1330,Auditory
6941361f0ea401e84a5a4c45_synthetic,216,st. charles high school,13,544,11,499,13,482,9,87,Read\Write
6941361a0ea401e84a5a4767_synthetic,50,schs,13,360,5,1266,9,1105,9,1215,Read\Write
694135030ea401e84a5a3b03_synthetic,25,nps,1,847,10,1892,9,115,1,625,Visual
694134fd0ea401e84a5a38e6_synthetic,17,miranda public school,8,826,1,1485,12,821,11,1085,Kinesthetic
694135ba0ea401e84a5a41e5_synthetic,105,nps school,15,0,0,1052,8,1275,10,473,Read\Write
694134f90ea401e84a5a3753_synthetic,10,st.vincent pallotti school,10,334,2,952,10,624,11,1374,Read/Write
694135f90ea401e84a5a45d6_synthetic,57,little flower english high school,4,28,0,920,4,496,1,1222,Read\Write
694134f90ea401e84a5a374c_synthetic,27,st.vincent pallotti school,5,393,12,856,3,1264,9,246,Visual
694135ba0ea401e84a5a4172_synthetic,155,schs,8,671,15,1918,5,1383,10,734,Visual
6941361f0ea401e84a5a4c45_synthetic,214,st. charles high school,13,465,11,514,13,541,9,38,Read\Write
694135bc0ea401e84a5a43cb_synthetic,133,st.vincent pallotti school,7,904,6,1689,14,238,3,607,Auditory
694134fd0ea401e84a5a392b_synthetic,39,st.vincent pallotti school,0,844,3,710,3,973,8,997,Kinesthetic
694135ba0ea401e84a5a41a7_synthetic,80,indian public school,8,1049,7,178,10,1217,10,1228,Kinesthetic
693d0ad635fab56ec1fbf996_synthetic,34,ryan international school,10,92,12,18,9,7,12,88,Kinesthetic
694134fa0ea401e84a5a383b_synthetic,39,miranda public school,11,134,6,1506,13,277,10,1188,Auditory
694135ba0ea401e84a5a41f2_synthetic,118,nps school,13,756,9,578,9,1473,0,735,Read\Write
694134fa0ea401e84a5a3812_synthetic,18,dpsbe,0,911,7,618,3,299,4,406,Visual
6944f8de7c599a12a237a868_synthetic,4,ryan international school,12,398,14,260,0,36,0,0,Auditory
694134f90ea401e84a5a37c0_synthetic,9,lfsh,7,797,8,966,12,928,13,107,Kinesthetic
694134f90ea401e84a5a3775_synthetic,16,lfsh,13,151,4,808,12,553,0,888,Read\Write
6941361a0ea401e84a5a4767_synthetic,54,schs,13,369,5,1254,9,1076,9,1189,Read\Write
694135bd0ea401e84a5a44e0_synthetic,138,lfsh,4,1122,0,867,1,944,6,422,Kinesthetic
694134f90ea401e84a5a37b9_synthetic,23,schs,4,1108,5,1424,4,836,9,978,Kinesthetic
694134f90ea401e84a5a374c_synthetic,27,st.vincent pallotti school,5,337,12,867,3,1272,9,277,Visual
694135ba0ea401e84a5a41ae_synthetic,143,XYZ School,12,1065,4,1843,12,749,11,428,Auditory
694135bb0ea401e84a5a4333_synthetic,59,scts,0,949,11,627,1,336,4,183,Visual
694136200ea401e84a5a4d35_synthetic,82,sea school,3,613,7,1637,4,694,15,1004,Kinesthetic
694135ba0ea401e84a5a4200_synthetic,56,nps,6,0,0,710,0,370,6,329,Read\Write
694135bc0ea401e84a5a43cb_synthetic,132,st.vincent pallotti school,7,904,6,1686,14,160,3,541,Auditory
694135ba0ea401e84a5a423c_synthetic,145,ryan international school,8,1410,5,108,6,462,1,766,Read\Write
694135ba0ea401e84a5a41f2_synthetic,118,nps school,13,763,9,626,9,1507,0,727,Read\Write
